full_name,ast_x,ast_y,ast_z,r_au,class
162422 (2000 EV70),-0.845321666855106,-1.6428864989238847,0.03256200355625086,1.8478920566084676,APO
162474 (2000 LB16),-0.5469281165249004,0.9437793126143268,0.843374397389204,1.3788147554098227,APO
162510 (2000 QW69),-0.971724428810516,0.34177298780603377,0.05216411062141213,1.031396255169617,APO
162567 (2000 RW37),1.1459201690857694,0.25056849494687056,0.18084497967201482,1.1868540395727143,APO
162687 (2000 UH1),1.9788020189367406,-1.5794988645273862,-0.6063785996612217,2.6034917129344826,APO
162695 (2000 UL11),-0.9904115496011284,-0.2170969045922077,-0.024497641256166956,1.0142219865463096,APO
162783 (2000 YJ11),-0.36742914901495694,-1.5021115753642578,-0.038752810028602036,1.5468823952305681,APO
162825 (2001 BO61),1.883087853994319,2.310730444191858,-0.45076741974667384,3.014744818103367,APO
162882 (2001 FD58),0.35921693485583917,-0.6073583127460955,-0.052254365467097816,0.7075672724620444,APO
162922 (2001 OY13),1.2146069120765066,-0.6147090508327355,0.18666847054629576,1.3740386770159718,APO
162979 (2001 RA12),0.36751383960803974,2.9042161376215523,0.6767964486868576,3.0045950191797948,APO
162998 (2001 SK162),1.154980819161964,0.7371457498235237,0.03837785032829272,1.3707069010225148,APO
163014 (2001 UA5),-0.5499438871303861,0.8823436067528769,0.16279637979721726,1.0523645664145265,APO
163026 (2001 XR30),-0.7161726314648725,-0.4508091371381345,-0.10358013443358745,0.8525614115334036,APO
163051 (2001 YJ4),-0.5298480362512337,1.6609669436819734,-0.1828180386787516,1.7529896077244354,APO
163067 (2002 AP3),0.6931206999686936,-1.2240224810330727,-0.10020601556084503,1.4102087024104024,APO
163132 (2002 CU11),0.13003888113521614,1.0467559064876424,-1.1620400130152406,1.5693772746609165,APO
163243 (2002 FB3),0.06706717872295831,-0.37643662570143643,0.13740948867111688,0.4063051897382045,ATE
163249 (2002 GT),-0.33178144881155186,-1.0953745704348306,0.10939501507362041,1.1497354689900368,APO
163348 (2002 NN4),0.4223135570098008,0.4704218090903961,0.0311838821894466,0.6329437995671943,ATE
163364 (2002 OD20),-0.41578699893915244,0.9060348195191333,-0.04168098862082567,0.9977550939385399,APO
163373 (2002 PZ39),1.43330570714387,-0.2278869286847346,0.016019088170646734,1.4513973658451946,APO
163683 (2002 YP2),-2.3336189335904924,0.4653315904736314,0.803226961714848,2.5114705589216872,APO
163697 (2003 EF54),0.32302185868042127,-0.8224901934068902,0.017786606132445006,0.8838266814220809,APO
163818 (2003 RX7),-0.41280238775202754,0.6664418798417415,-0.125440228746645,0.7939054361375667,APO
163899 (2003 SD220),-0.6735849316550707,0.4158302575607335,-0.09710762805839317,0.7975345476422444,ATE
164121 (2003 YT1),0.9609486831438234,-0.45029586610565836,-0.9184001423328073,1.4034413276316948,APO
164202 (2004 EW),-1.1737692312461065,-0.058272858823671836,-0.03275887728504365,1.175671330915463,ATE
164207 Cardea (2004 GU9),0.3636970246037109,0.9614291030725026,0.1281540708708866,1.035878811358341,APO
164211 (2004 JA27),-0.6760873279022399,-1.2626141797878552,0.005837165342670349,1.4322439437646741,APO
164216 (2004 OT11),-1.4621594348774072,1.850356079493743,-0.20126690931266994,2.366904350138541,APO
164400 (2005 GN59),0.6291244422474788,0.6347200475684706,-0.011405459473514786,0.89375454523282,APO
168318 (1989 DA),2.4591221460961266,-2.1606109794968136,-0.18817499910595778,3.278861290818983,APO
170086 (2002 XR14),2.643506761638146,1.3963157483977702,-0.08215827127706979,2.9907483427378936,APO
170903 (2004 WS2),2.004552069575837,0.6543141242641167,-0.2872346843839783,2.1281117773193805,APO
171576 (1999 VP11),0.729326724771455,1.2466730975554912,-0.2355084323547466,1.4634122813973687,APO
171839 (2001 JM1),-0.9130229033801661,0.42954738850093643,-0.2945793479853117,1.0511416523590786,APO
172678 (2003 YM137),2.852170646196425,-0.6325688569133142,-0.14363551886937925,2.9250046010292063,APO
173561 (2000 YV137),-1.7885299583649918,0.17822557166897846,0.5763364895997878,1.887529474103655,APO
175706 (1996 FG3),0.6845936469247923,0.46942977791051044,0.028444589350304493,0.8305671992453144,APO
175729 (1998 BB10),-1.5210722807929726,-0.8940891098354937,0.359449632537088,1.800627739999084,APO
177049 (2003 EE16),-1.4795702741266856,-1.504700683888042,0.023693407681451246,2.1104060561275917,APO
177614 (2004 HK33),-0.6219129464618368,2.1955952481424656,0.004228940408008683,2.2819798620013265,APO
179806 (2002 TD66),-0.9449785144523126,0.3898293257742642,-0.0031734233167442366,1.0222335186373337,APO
180186 (2003 QZ30),0.8487936358489003,-2.321254318357152,0.3447520147780689,2.495501191833588,APO
184266 (2004 VW14),2.766302759048015,-0.24198660229318958,-0.1788501280584224,2.7826203188204777,APO
185851 (2000 DP107),-1.1571731820281643,-0.30682486942316495,-0.051022370684042875,1.1982464504482997,APO
186844 (2004 GA1),-3.2480135032491058,2.15500419901243,-0.48190317890491957,3.9275775598819687,APO
187040 (2005 JS108),-0.7750400788335542,-1.1956469104653988,0.1213691362240029,1.43003116243372,APO
189040 (2000 MU1),-0.6371836335886283,0.7794591105117799,-0.0031257570051493183,1.0067617683592667,APO
189865 (2003 NC),2.169857762772919,-1.1149680119650032,0.6749306955613243,2.5311988902853884,APO
192559 (1998 VO),-0.6730243949147984,1.1117482079232606,-0.22057633861907397,1.3181805017256205,APO
192563 (1998 WZ6),1.018035395692153,-1.181008618518832,-0.6354441483128423,1.6837359322420102,APO
194006 (2001 SG10),-0.49171931246678513,-0.7842102593178831,0.055079672869904304,0.9272579918424456,APO
194268 (2001 UY4),-0.8305751302348742,1.5204247728611753,-0.11004212612233602,1.735988423468359,APO
196068 (2002 TW55),-0.46763406731465035,1.7631593155781249,2.9142237984244335,3.4380390835949637,APO
196625 (2003 RM10),-1.3651719896626895,0.4209793367868398,-0.011104799606607471,1.4286502300897084,APO
197588 (2004 HE12),2.4087410034033114,-0.8963037933240794,0.0645901455346477,2.5709075437097524,APO
199003 (2005 WJ56),-0.41801779054831356,0.8944068104626326,-0.04795640312624627,0.9884342327224611,ATE
199145 (2005 YY128),1.4465893080318386,1.7893230459689595,0.14145622399448984,2.3052781724239804,APO
199801 (2007 AE12),-1.3207605665394897,-0.8619281429638732,-0.0337114028649788,1.5774869433507175,APO
200840 (2001 XN254),2.951605693740178,1.4360103369438246,0.09439700945535187,3.283749785614469,AMO
202683 (2006 US216),-0.4025463807897519,0.40062818483561646,-0.02898742027671752,0.5686710839368464,ATE
206378 (2003 RB),-1.5622640498455458,1.427179377363572,-0.0020333412928498773,2.116013721857326,APO
206910 (2004 NL8),-2.0989483752030322,-0.5725768825838596,0.13361357913751168,2.179743369474222,APO
207398 (2006 AS2),3.087168121066084,1.4909410164106895,-0.15338423231373635,3.4317690547099624,APO
207945 (1991 JW),-0.40897921872517734,0.9923327265553014,0.14027294191914916,1.0824346353366507,APO
208023 (1999 AQ10),0.8000375254874234,0.6681858305630441,0.11352396194865011,1.0485323248664218,ATE
208115 (2000 CT101),-0.4972656883776977,-1.564655485608829,0.6310046138068761,1.758859510060173,APO
212546 (2006 SV19),0.5775237457336295,2.457717081351145,-0.20680772930465108,2.5331159400531864,AMO
214869 (2007 PA8),0.6310538258044331,-4.011445724052753,0.09550987142893606,4.0619020007410205,APO
215588 (2003 HF2),-0.9747317430011637,-1.58585203065219,0.07436842095461715,1.8629437178758363,APO
216115 (2006 SU19),1.2632951321220178,0.9028056301161824,-0.05063648631686512,1.5535561304179462,APO
216258 (2006 WH1),2.2003099382158404,-0.26681568234581954,0.0938649170395418,2.218414987149136,APO
216523 (2001 HY7),-0.7031426320375912,-1.0799523967476252,0.06206411993658351,1.2901777765925104,ATE
216985 (2000 QK130),-0.9819868131481215,0.4179899816159488,-0.025538855447439023,1.067551384742519,APO
